 JENDL/PD-2016.1  Zn- 66                                             1 0  0
 3.006600+4 6.535970+1         -1          0         38          13031 1451
 0.000000+0 0.000000+0          0          0          0          63031 1451
 0.000000+0 2.000000+8          1          0          0          03031 1451
 0.000000+0 0.000000+0          0          0         53          33031 1451
 30-Zn- 66 JAEA       EVAL-APR19 N.Iwamoto                        3031 1451
NDS 163 109 (2020)    DIST-JUN20                                  3031 1451
----IAEA/PD-2019      MATERIAL 3031                               3031 1451
-----PHOTO-NUCLEAR DATA                                           3031 1451
 3.200000+7 1.478210+0 3.400000+7 1.539068+0 3.600000+7 1.635164+03031 6  5
 3.800000+7 1.707059+0 4.000000+7 1.755752+0 4.200000+7 1.786762+03031 6  5
 4.400000+7 1.813108+0 4.600000+7 1.845110+0 4.800000+7 1.885177+03031 6  5
 5.000000+7 1.932795+0 5.200000+7 1.977326+0 5.400000+7 2.018400+03031 6  5
 5.600000+7 2.024500+0 5.800000+7 2.054320+0 6.000000+7 2.085829+03031 6  5
 6.200000+7 2.127099+0 6.400000+7 2.162905+0 6.600000+7 2.199346+03031 6  5
 6.800000+7 2.231803+0 7.000000+7 2.273268+0 7.200000+7 2.307546+03031 6  5
 7.400000+7 2.334533+0 7.600000+7 2.371946+0 7.800000+7 2.409027+03031 6  5
 8.000000+7 2.443025+0 8.500000+7 2.530611+0 9.000000+7 2.618343+03031 6  5
 9.500000+7 2.698665+0 1.000000+8 2.785979+0 1.100000+8 2.943785+03031 6  5
 1.200000+8 3.095020+0 1.300000+8 3.250847+0 1.400000+8 3.405997+03031 6  5
 1.500000+8 3.729869+0 1.600000+8 3.873102+0 1.700000+8 4.010730+03031 6  5
 1.800000+8 4.150625+0 1.900000+8 4.278608+0 2.000000+8 4.408103+03031 6  5
 0.000000+0 0.000000+0          1          2          1         303031 6  5
         30         22                                            3031 6  5
 0.000000+0 1.000000+6          0          0          6          33031 6  5
 0.000000+0 0.000000+0 5.000000-1 2.000000+0 1.000000+0 0.000000+03031 6  5
 0.000000+0 1.105846+7          0          0          6          33031 6  5
 0.000000+0 0.000000+0 5.000000-1 2.000000+0 1.000000+0 0.000000+03031 6  5
 0.000000+0 1.200000+7          0          0         22         113031 6  5
 0.000000+0 0.000000+0 2.500000+4 3.934650-7 1.000000+5 1.573751-63031 6  5
 2.000000+5 7.772304-8 3.000000+5 5.26241-12 4.000000+5 2.86760-123031 6  5
 5.000000+5 1.37213-12 6.000000+5 5.30001-13 7.000000+5 2.985505-63031 6  5
 8.000000+5 3.232204-6 9.000000+5 4.261586-6                      3031 6  5
 0.000000+0 1.400000+7          0          3        155         313031 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 2.500000+43031 6  5
 3.473095-8-2.55642-24-3.76930-24 1.92336-24 1.000000+5 1.377840-73031 6  5
 8.70800-11 2.46161-12 5.03643-14 2.000000+5 1.931800-7 1.27239-103031 6  5
 3.63326-12 7.42100-14 3.000000+5 2.384308-7 1.62699-10 4.69272-123031 6  5
 9.69253-14 4.000000+5 2.767931-7 1.94045-10 5.65310-12 1.17878-133031 6  5
 5.000000+5 3.082300-7 2.19816-10 6.46832-12 1.36089-13 6.000000+53031 6  5
 1.686885-7 2.38483-10 7.08697-12 1.50542-13 7.000000+5 4.276013-73031 6  5
 1.77057-10 5.32500-12 1.14738-13 8.000000+5 2.416861-7 1.39835-103031 6  5
 4.23973-12 9.20721-14 9.000000+5 5.050590-7 2.09910-10 6.40765-123031 6  5
 1.39252-13 1.000000+6 7.976014-7 3.34632-10 1.03401-11 2.28379-133031 6  5
 1.100000+6 2.401788-7 1.08132-10 3.38739-12 7.62776-14 1.200000+63031 6  5
 1.765703-7 1.57036-10 4.92558-12 1.10492-13 1.300000+6 2.552895-83031 6  5
 9.41798-11 3.00281-12 6.83732-14 1.400000+6 7.079957-7 6.31912-113031 6  5
 2.01874-12 4.98742-14 1.500000+6 5.888021-7 3.47433-11 1.11753-123031 6  5
 2.43618-14 1.600000+6 5.561125-7 3.49746-12 1.11598-13-2.36821-153031 6  5
 1.700000+6 1.758207-7 6.41384-25 1.73469-24-6.17154-25 1.800000+63031 6  5
 9.08276-12-6.03532-28-9.85739-28 4.71325-28 1.900000+6 4.615618-73031 6  5
-6.89223-24-1.36616-23 2.41965-23 2.000000+6 6.770507-7-5.41735-233031 6  5
 2.00398-23 9.56097-24 2.100000+6 6.909805-7 8.15793-24-5.45390-233031 6  5
 5.14976-24 2.200000+6 4.033168-7-4.66747-23 1.19377-23 6.24836-243031 6  5
 2.300000+6 9.30171-13-1.68097-29-5.50637-29-3.91206-29 2.400000+63031 6  5
 4.89071-13-5.65987-29 1.44759-29 7.57689-30 2.500000+6 2.23120-133031 6  5
-5.38547-30 2.20135-30-6.08770-30 2.600000+6 8.19967-14-4.26074-303031 6  5
 8.08999-31-1.74901-30 2.700000+6 7.458534-7-3.31977-23 5.88702-233031 6  5
-4.43658-24 2.800000+6 7.526604-7 1.72156-23 7.42593-23-9.83712-243031 6  5
 2.900000+6 1.004719-6-1.16273-22 2.97384-23 1.55655-23           3031 6  5
 0.000000+0 1.600000+7          0          3        240         483031 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 2.666667+43031 6  5
 3.601838-8-6.34115-24 3.55366-25-2.30836-25 1.066667+5 1.422065-73031 6  5
 1.39443-10 4.21663-12 9.02275-14 2.133333+5 2.004074-7 2.12419-103031 6  5
 6.49170-12 1.41741-13 3.200000+5 2.482495-7 2.83884-10 8.76901-123031 6  5
 1.93149-13 4.266667+5 2.885158-7 3.54778-10 1.10772-11 2.50457-133031 6  5
 5.333333+5 3.208853-7 4.22827-10 1.33447-11 3.01910-13 6.400000+53031 6  5
 3.450020-7 4.85626-10 1.54845-11 3.54841-13 7.466667+5 3.610487-73031 6  5
 5.41405-10 1.74454-11 4.02258-13 8.533333+5 3.697195-7 5.89243-103031 6  5
 1.91890-11 4.45022-13 9.600000+5 3.720296-7 6.28882-10 2.06847-113031 6  5
 4.87574-13 1.066667+6 3.691205-7 6.60566-10 2.19510-11 5.19208-133031 6  5
 1.173333+6 3.621105-7 6.84832-10 2.29832-11 5.52805-13 1.280000+63031 6  5
 3.520149-7 7.02339-10 2.38056-11 5.76081-13 1.386667+6 3.397066-73031 6  5
 7.13791-10 2.44362-11 5.97052-13 1.493333+6 3.259082-7 7.19831-103031 6  5
 2.48854-11 6.14769-13 1.600000+6 3.111966-7 7.21038-10 2.51695-113031 6  5
 6.27176-13 1.706667+6 2.960201-7 7.17874-10 2.53031-11 6.37096-133031 6  5
 1.813333+6 2.807182-7 7.10709-10 2.52914-11 6.45368-13 1.920000+63031 6  5
 2.655414-7 6.99793-10 2.51384-11 6.47463-13 2.026667+6 2.506681-73031 6  5
 6.85272-10 2.48481-11 6.43994-13 2.133333+6 2.362191-7 6.67193-103031 6  5
 2.44204-11 6.37679-13 2.240000+6 2.222710-7 6.45507-10 2.38504-113031 6  5
 6.27409-13 2.346667+6 2.088653-7 6.20085-10 2.31197-11 6.14914-133031 6  5
 2.453333+6 1.960190-7 5.90741-10 2.22260-11 5.98159-13 2.560000+63031 6  5
 1.837308-7 5.57216-10 2.11538-11 5.75121-13 2.666667+6 1.680209-73031 6  5
 5.95968-10 2.28393-11 6.25682-13 2.773333+6 2.480123-7 5.56660-103031 6  5
 2.15096-11 5.94146-13 2.880000+6 1.796918-7 3.82248-10 1.49029-113031 6  5
 4.15234-13 2.986667+6 3.496860-7 5.63470-10 2.21996-11 6.24889-133031 6  5
 3.093333+6 1.12262-11 4.84592-28-1.32912-27-4.19291-29 3.200000+63031 6  5
 1.608811-7 4.15492-10 1.65763-11 4.72645-13 3.306667+6 9.128980-83031 6  5
 1.56145-10 6.32326-12 1.82816-13 3.413333+6 1.197355-7 7.49414-113031 6  5
 3.04032-12 8.76074-14 3.520000+6 2.162474-7 5.27082-11 2.15788-123031 6  5
 6.21263-14 3.626667+6 8.764563-8 1.49114-12 6.15955-14 1.79758-153031 6  5
 3.733333+6 4.648314-8-9.12673-25-2.29307-24-1.38449-24 3.840000+63031 6  5
 9.616683-8-1.73789-24-5.69283-24-4.04453-24 3.946667+6 8.102849-83031 6  5
-3.60656-24 6.39557-24-4.81984-25 4.053333+6 2.580476-7-3.27373-243031 6  5
-3.05515-23-2.40490-25 4.160000+6 8.353596-8-1.50963-24-4.94511-243031 6  5
-3.51330-24 4.266667+6 2.36109-13-4.63587-30-1.16475-29-7.03245-303031 6  5
 4.373333+6 1.23528-13-9.53624-30-2.43751-30 3.12005-30 4.480000+63031 6  5
 5.60655-14-1.86405-30-5.53155-31 1.25816-30 4.586667+6 2.04861-143031 6  5
-1.63918-30 6.06363-31 2.89295-31 4.693333+6 1.258082-7 1.48533-243031 6  5
-9.93003-24 9.37626-25 4.800000+6 1.261320-7-6.55411-24 1.24445-243031 6  5
-2.69042-24 4.906667+6 1.763346-7-3.18665-24-1.04386-23-7.41618-243031 6  5
 0.000000+0 1.800000+7          0          4        360         603031 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+03031 6  5
 3.000000+4 3.663420-8-7.19294-25-1.80721-24-1.09114-24-2.80117-243031 6  5
 1.200000+5 1.456800-7 1.87612-10 6.02331-12 1.34198-13 2.73616-153031 6  5
 2.400000+5 2.068804-7 2.91898-10 9.48825-12 2.20337-13 4.13520-153031 6  5
 3.600000+5 2.570976-7 3.96640-10 1.30496-11 3.04743-13 3.80837-153031 6  5
 4.800000+5 2.980667-7 5.01227-10 1.66880-11 3.93630-13 6.99209-153031 6  5
 6.000000+5 3.290890-7 6.01407-10 2.02645-11 4.87727-13 9.40942-153031 6  5
 7.200000+5 3.500206-7 6.93529-10 2.36387-11 5.77076-13 1.26863-143031 6  5
 8.400000+5 3.615877-7 7.75433-10 2.67377-11 6.58999-13 1.24306-143031 6  5
 9.600000+5 3.651166-7 8.46387-10 2.95263-11 7.34791-13 1.42656-143031 6  5
 1.080000+6 3.621763-7 9.06715-10 3.19935-11 8.09284-13 1.37876-143031 6  5
 1.200000+6 3.543138-7 9.57359-10 3.41672-11 8.72144-13 1.60587-143031 6  5
 1.320000+6 3.429087-7 9.99544-10 3.60705-11 9.29278-13 1.77246-143031 6  5
 1.440000+6 3.291138-7 1.034553-9 3.77461-11 9.85577-13 1.97118-143031 6  5
 1.560000+6 3.138495-7 1.063603-9 3.92376-11 1.03269-12 1.77475-143031 6  5
 1.680000+6 2.978202-7 1.087797-9 4.05675-11 1.08400-12 2.18363-143031 6  5
 1.800000+6 2.815470-7 1.108031-9 4.17656-11 1.12516-12 2.54205-143031 6  5
 1.920000+6 2.654034-7 1.125035-9 4.28625-11 1.16613-12 2.33849-143031 6  5
 2.040000+6 2.496490-7 1.139361-9 4.38701-11 1.20547-12 2.67751-143031 6  5
 2.160000+6 2.344515-7 1.151390-9 4.48021-11 1.24718-12 2.72330-143031 6  5
 2.280000+6 2.199107-7 1.161348-9 4.56580-11 1.28281-12 3.01731-143031 6  5
 2.400000+6 2.060766-7 1.169326-9 4.64484-11 1.31866-12 3.27298-143031 6  5
 2.520000+6 1.929630-7 1.175296-9 4.71663-11 1.35189-12 2.82575-143031 6  5
 2.640000+6 1.805605-7 1.179111-9 4.78028-11 1.38493-12 3.04297-143031 6  5
 2.760000+6 1.688448-7 1.180574-9 4.83487-11 1.41376-12 3.11556-143031 6  5
 2.880000+6 1.577828-7 1.179410-9 4.87826-11 1.44255-12 3.35618-143031 6  5
 3.000000+6 1.473372-7 1.175320-9 4.90997-11 1.46781-12 3.42383-143031 6  5
 3.120000+6 1.374700-7 1.167972-9 4.92699-11 1.48519-12 3.47391-143031 6  5
 3.240000+6 1.281443-7 1.157038-9 4.92875-11 1.50048-12 3.54594-143031 6  5
 3.360000+6 1.193255-7 1.142200-9 4.91281-11 1.50997-12 3.64571-143031 6  5
 3.480000+6 1.109821-7 1.123165-9 4.87760-11 1.51409-12 3.66081-143031 6  5
 3.600000+6 1.030857-7 1.099673-9 4.82136-11 1.51079-12 3.66209-143031 6  5
 3.720000+6 9.561057-8 1.071496-9 4.74247-11 1.50036-12 3.70105-143031 6  5
 3.840000+6 8.853357-8 1.038445-9 4.63964-11 1.48173-12 3.67009-143031 6  5
 3.960000+6 8.183338-8 1.000369-9 4.51146-11 1.45419-12 3.65214-143031 6  5
 4.080000+6 7.549015-8 9.57148-10 4.35673-11 1.41732-12 3.59733-143031 6  5
 4.200000+6 6.948508-8 9.08689-10 4.17445-11 1.37082-12 3.51452-143031 6  5
 4.320000+6 6.380005-8 8.54920-10 3.96356-11 1.31348-12 3.37099-143031 6  5
 4.440000+6 5.841731-8 7.95787-10 3.72306-11 1.24486-12 3.22445-143031 6  5
 4.560000+6 5.331933-8 7.31238-10 3.45212-11 1.16481-12 3.03531-143031 6  5
 4.680000+6 8.305796-8 1.074331-9 5.12422-11 1.74728-12 4.64989-143031 6  5
 4.800000+6 4.491701-8 4.84784-10 2.33439-11 8.03352-13 2.17097-143031 6  5
 4.920000+6 4.372876-8 4.22566-10 2.04937-11 7.10520-13 1.91730-143031 6  5
 5.040000+6 6.567072-8 4.20242-10 2.05243-11 7.16123-13 1.96144-143031 6  5
 5.160000+6 3.759482-8 4.36628-10 2.15403-11 7.59724-13 2.09831-143031 6  5
 5.280000+6 1.565352-8 1.41114-10 7.05401-12 2.52045-13 7.03938-153031 6  5
 5.400000+6 2.760727-8 9.37358-11 4.69380-12 1.67891-13 4.85255-153031 6  5
 5.520000+6 3.899461-8 5.26377-11 2.63996-12 9.44626-14 2.62531-153031 6  5
 5.640000+6 2.626638-8 1.87208-12 9.36522-14 3.19612-15 1.97251-163031 6  5
 5.760000+6 3.15298-13-1.51271-29 3.11080-30 2.49788-30-3.18857-293031 6  5
 5.880000+6 3.712445-8 1.04680-24-1.46511-24-7.71411-25 3.75436-243031 6  5
 6.000000+6 1.780978-8 2.00741-25-1.05429-24-4.08756-25-9.66436-253031 6  5
 6.120000+6 3.571936-8 8.17009-25 3.52416-24-4.66845-25 7.04832-253031 6  5
 6.240000+6 4.39995-14-5.28777-31 0.000000+0 2.11051-31-1.62791-303031 6  5
 6.360000+6 2.20186-14-1.76180-30 6.51723-31 3.10936-31-1.35776-303031 6  5
 6.480000+6 9.43603-15-1.09200-30 2.79294-31 1.46187-31-1.39647-313031 6  5
 6.600000+6 3.17703-15 5.20516-32 9.40359-32 9.28964-32 3.21289-313031 6  5
 6.720000+6 1.797455-8-2.93124-24-2.83746-24 1.31341-25 1.41873-243031 6  5
 6.840000+6 3.020297-8 1.10179-25 2.97990-25-1.06016-25 9.68467-253031 6  5
 6.960000+6 1.431889-8 6.18092-25-1.69528-24-5.34801-26-8.82960-253031 6  5
 0.000000+0 2.000000+7          0          4        414         693031 6  5
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+03031 6  5
 3.333332+4 4.018772-7-3.10246-23-7.93003-24 1.01505-23 3.66764-233031 6  5
 1.333333+5 3.273744-7 1.92394-10 6.52455-12 1.56833-13 1.35073-153031 6  5
 2.666667+5 3.875856-7 3.04321-10 1.04526-11 2.56582-13 4.09133-153031 6  5
 4.000000+5 4.253393-7 4.17807-10 1.45444-11 3.60989-13 7.30207-153031 6  5
 5.333333+5 4.418575-7 5.30065-10 1.87006-11 4.69888-13 9.38255-153031 6  5
 6.666667+5 4.347001-7 6.35613-10 2.27205-11 5.80142-13 1.20363-143031 6  5
 8.000000+5 4.029740-7 7.30618-10 2.64562-11 6.86041-13 1.37900-143031 6  5
 9.333333+5 2.917522-7 8.13459-10 2.98334-11 7.80140-13 1.62537-143031 6  5
 1.066667+6 2.903493-7 8.84208-10 3.28427-11 8.72994-13 1.70859-143031 6  5
 1.200000+6 2.839140-7 9.44018-10 3.55047-11 9.51985-13 1.75870-143031 6  5
 1.333333+6 2.739680-7 9.94515-10 3.78735-11 1.03035-12 2.32713-143031 6  5
 1.466667+6 2.617628-7 1.037442-9 3.99915-11 1.10372-12 2.12236-143031 6  5
 1.600000+6 2.482691-7 1.074428-9 4.19266-11 1.16730-12 2.24992-143031 6  5
 1.733333+6 2.342027-7 1.106901-9 4.37189-11 1.23190-12 2.80116-143031 6  5
 1.866667+6 2.200708-7 1.136065-9 4.54025-11 1.29590-12 2.71141-143031 6  5
 2.000000+6 2.062183-7 1.162864-9 4.70229-11 1.35923-12 3.01031-143031 6  5
 2.133333+6 1.928665-7 1.187968-9 4.86040-11 1.42113-12 3.23557-143031 6  5
 2.266667+6 1.801456-7 1.211856-9 5.01584-11 1.48377-12 3.38742-143031 6  5
 2.400000+6 1.681192-7 1.234787-9 5.16959-11 1.54739-12 3.61463-143031 6  5
 2.533333+6 1.568057-7 1.256849-9 5.32203-11 1.61088-12 3.78514-143031 6  5
 2.666667+6 1.461944-7 1.277982-9 5.47272-11 1.67480-12 3.97984-143031 6  5
 2.800000+6 1.362572-7 1.298004-9 5.62080-11 1.73988-12 4.19367-143031 6  5
 2.933333+6 1.269566-7 1.316651-9 5.76488-11 1.80399-12 4.41655-143031 6  5
 3.066667+6 1.182516-7 1.333599-9 5.90343-11 1.86813-12 4.59202-143031 6  5
 3.200000+6 1.101013-7 1.348502-9 6.03461-11 1.93015-12 4.81837-143031 6  5
 3.333333+6 1.024673-7 1.361007-9 6.15652-11 1.99026-12 4.96567-143031 6  5
 3.466667+6 9.531464-8 1.370783-9 6.26737-11 2.04827-12 5.19260-143031 6  5
 3.600000+6 8.861217-8 1.377536-9 6.36540-11 2.10208-12 5.36749-143031 6  5
 3.733333+6 8.233226-8 1.381019-9 6.44887-11 2.15260-12 5.60319-143031 6  5
 3.866667+6 7.645040-8 1.381040-9 6.51657-11 2.19837-12 5.77322-143031 6  5
 4.000000+6 7.094438-8 1.377462-9 6.56738-11 2.23812-12 5.95031-143031 6  5
 4.133333+6 6.579381-8 1.370198-9 6.60012-11 2.27235-12 6.11099-143031 6  5
 4.266667+6 6.097951-8 1.359212-9 6.61431-11 2.30124-12 6.19821-143031 6  5
 4.400000+6 5.648301-8 1.344506-9 6.60928-11 2.32266-12 6.39050-143031 6  5
 4.533333+6 5.228636-8 1.326111-9 6.58471-11 2.33677-12 6.45819-143031 6  5
 4.666667+6 4.837181-8 1.304083-9 6.54026-11 2.34482-12 6.54998-143031 6  5
 4.800000+6 4.472182-8 1.278493-9 6.47577-11 2.34440-12 6.58542-143031 6  5
 4.933333+6 4.131899-8 1.249414-9 6.39103-11 2.33731-12 6.65072-143031 6  5
 5.066667+6 3.814608-8 1.216922-9 6.28590-11 2.32131-12 6.66899-143031 6  5
 5.200000+6 3.518620-8 1.181086-9 6.16032-11 2.29711-12 6.67454-143031 6  5
 5.333333+6 3.242275-8 1.141964-9 6.01395-11 2.26432-12 6.65354-143031 6  5
 5.466667+6 2.983959-8 1.093502-9 5.78177-11 2.18549-12 6.42120-143031 6  5
 5.600000+6 2.742111-8 1.035743-9 5.46277-11 2.06019-12 6.04543-143031 6  5
 5.733333+6 2.515230-8 9.76367-10 5.13799-11 1.93290-12 5.61754-143031 6  5
 5.866667+6 2.301882-8 9.15392-10 4.80723-11 1.80444-12 5.26189-143031 6  5
 6.000000+6 2.100701-8 8.52815-10 4.47032-11 1.67498-12 4.88534-143031 6  5
 6.133333+6 1.910393-8 7.88617-10 4.12698-11 1.54400-12 4.48215-143031 6  5
 6.266667+6 1.729738-8 7.22760-10 3.77676-11 1.41092-12 4.09892-143031 6  5
 6.400000+6 1.557592-8 6.55194-10 3.41923-11 1.27568-12 3.70159-143031 6  5
 6.533333+6 1.392878-8 5.85852-10 3.05388-11 1.13806-12 3.29642-143031 6  5
 6.666667+6 1.494045-8 6.58218-10 3.42750-11 1.27599-12 3.69715-143031 6  5
 6.800000+6 1.344465-8 4.67319-10 2.43160-11 9.04577-13 2.60995-143031 6  5
 6.933333+6 1.258919-8 3.27489-10 1.70287-11 6.33072-13 1.83309-143031 6  5
 7.066667+6 7.498885-9 2.30574-10 1.19843-11 4.45255-13 1.28809-143031 6  5
 7.200000+6 7.527605-9 2.81839-10 1.46422-11 5.43811-13 1.57142-143031 6  5
 7.333333+6 7.140313-9 1.48441-10 7.70844-12 2.86147-13 8.25663-153031 6  5
 7.466667+6 2.434121-9 3.22387-11 1.67387-12 6.21288-14 1.81468-153031 6  5
 7.600000+6 4.391411-9 4.51683-12 2.34497-13 8.69985-15 2.32718-163031 6  5
 7.733333+6 2.160686-9-4.28640-25-2.77132-25 4.33003-26 2.07849-253031 6  5
